instance_name,level,replicate_id,node_precision,node_recall,node_f1,edge_precision,edge_recall,edge_f1,n_ged
da-01-longTermCareInsurance,background,0,1.0,1.0,1.0,0.45454545454545453,0.38461538461538464,0.41666666666666663,0.42105263157894735
da-01-longTermCareInsurance,background,1,1.0,1.0,1.0,0.375,0.23076923076923078,0.2857142857142857,0.42857142857142855
da-01-longTermCareInsurance,background,2,1.0,1.0,1.0,1.0,0.6153846153846154,0.761904761904762,0.14285714285714285
da-01-longTermCareInsurance,background,3,1.0,1.0,1.0,0.45454545454545453,0.38461538461538464,0.41666666666666663,0.42105263157894735
da-01-longTermCareInsurance,background,4,1.0,1.0,1.0,0.4,0.3076923076923077,0.34782608695652173,0.40540540540540543
da-02-carryUmbrella,background,0,0.8,1.0,0.888888888888889,0.2,0.25,0.22222222222222224,0.4444444444444444
da-02-carryUmbrella,background,1,0.6,0.75,0.6666666666666665,0.4,0.5,0.4444444444444445,0.4444444444444444
da-02-carryUmbrella,background,2,0.6,0.75,0.6666666666666665,0.4,0.5,0.4444444444444445,0.4444444444444444
da-02-carryUmbrella,background,3,0.6,0.75,0.6666666666666665,0.4,0.5,0.4444444444444445,0.4444444444444444
da-02-carryUmbrella,background,4,0.6,0.75,0.6666666666666665,0.4,0.5,0.4444444444444445,0.4444444444444444
da-04-cargoContainerScreening,background,0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.4,0.3333333333333333,0.3636363636363636,0.4
da-04-cargoContainerScreening,background,1,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.25,0.16666666666666666,0.2,0.47368421052631576
da-04-cargoContainerScreening,background,2,0.875,0.7777777777777778,0.823529411764706,0.6666666666666666,0.5,0.5714285714285715,0.34210526315789475
da-04-cargoContainerScreening,background,3,0.9,1.0,0.9473684210526316,0.5454545454545454,0.5,0.5217391304347826,0.30952380952380953
da-04-cargoContainerScreening,background,4,0.625,0.5555555555555556,0.5882352941176471,0.0,0.0,0.0,0.7428571428571429
da-05-chemicalUsage,background,0,1.0,1.0,1.0,0.8571428571428571,1.0,0.923076923076923,0.12
da-05-chemicalUsage,background,1,1.0,1.0,1.0,0.2857142857142857,0.3333333333333333,0.30769230769230765,0.44
da-05-chemicalUsage,background,2,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.2857142857142857,0.3333333333333333,0.30769230769230765,0.48
da-05-chemicalUsage,background,3,1.0,1.0,1.0,0.2857142857142857,0.3333333333333333,0.30769230769230765,0.4
da-05-chemicalUsage,background,4,1.0,1.0,1.0,0.2857142857142857,0.3333333333333333,0.30769230769230765,0.44
da-06-stayAtHome,background,0,0.75,0.6923076923076923,0.7199999999999999,0.3,0.15789473684210525,0.20689655172413793,0.5555555555555556
da-06-stayAtHome,background,1,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.23076923076923078,0.15789473684210525,0.18749999999999997,0.5
da-06-stayAtHome,background,2,0.8333333333333334,0.7692307692307693,0.8,0.3,0.15789473684210525,0.20689655172413793,0.5185185185185185
da-06-stayAtHome,background,3,0.8333333333333334,0.7692307692307693,0.8,0.2727272727272727,0.15789473684210525,0.19999999999999998,0.5272727272727272
da-06-stayAtHome,background,4,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.23076923076923078,0.15789473684210525,0.18749999999999997,0.5172413793103449
gpt-01-disasterManagement,background,0,1.0,1.0,1.0,0.5,0.5,0.5,0.25
gpt-01-disasterManagement,background,1,1.0,1.0,1.0,0.75,0.75,0.75,0.125
gpt-01-disasterManagement,background,2,1.0,1.0,1.0,0.8,1.0,0.888888888888889,0.058823529411764705
gpt-01-disasterManagement,background,3,1.0,1.0,1.0,0.75,0.75,0.75,0.125
gpt-01-disasterManagement,background,4,1.0,1.0,1.0,0.75,0.75,0.75,0.125
gpt-02-scienceArtSelection,background,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
gpt-02-scienceArtSelection,background,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
gpt-02-scienceArtSelection,background,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
gpt-02-scienceArtSelection,background,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
gpt-02-scienceArtSelection,background,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0
gpt-03-electricVehicleMarketing,background,0,1.0,1.0,1.0,0.0,0.0,0.0,0.4444444444444444
gpt-03-electricVehicleMarketing,background,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
gpt-03-electricVehicleMarketing,background,2,1.0,1.0,1.0,0.0,0.0,0.0,0.4444444444444444
gpt-03-electricVehicleMarketing,background,3,1.0,1.0,1.0,0.0,0.0,0.0,0.4444444444444444
gpt-03-electricVehicleMarketing,background,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0
gpt-04-agriculturalProduction,background,0,1.0,1.0,1.0,0.25,0.4,0.3076923076923077,0.36
gpt-04-agriculturalProduction,background,1,0.8571428571428571,1.0,0.923076923076923,0.18181818181818182,0.4,0.25000000000000006,0.4482758620689655
gpt-04-agriculturalProduction,background,2,0.8571428571428571,1.0,0.923076923076923,0.07692307692307693,0.2,0.1111111111111111,0.5483870967741935
gpt-04-agriculturalProduction,background,3,0.8571428571428571,1.0,0.923076923076923,0.18181818181818182,0.4,0.25000000000000006,0.4482758620689655
gpt-04-agriculturalProduction,background,4,1.0,1.0,1.0,0.25,0.4,0.3076923076923077,0.36
gpt-05-trafficManagement,background,0,0.8333333333333334,1.0,0.9090909090909091,0.2857142857142857,0.5,0.36363636363636365,0.36363636363636365
