instance_name,level,replicate_id,node_precision,node_recall,node_f1,edge_precision,edge_recall,edge_f1,n_ged
da-01-longTermCareInsurance,background,0,1.0,1.0,1.0,0.375,0.23076923076923078,0.2857142857142857,0.42857142857142855
da-01-longTermCareInsurance,background,1,1.0,1.0,1.0,0.25,0.15384615384615385,0.1904761904761905,0.4857142857142857
da-01-longTermCareInsurance,background,2,1.0,1.0,1.0,0.25,0.15384615384615385,0.1904761904761905,0.4857142857142857
da-01-longTermCareInsurance,background,3,1.0,1.0,1.0,0.25,0.15384615384615385,0.1904761904761905,0.4857142857142857
da-01-longTermCareInsurance,background,4,1.0,1.0,1.0,0.25,0.15384615384615385,0.1904761904761905,0.4857142857142857
da-02-carryUmbrella,background,0,1.0,1.0,1.0,0.25,0.25,0.25,0.375
da-02-carryUmbrella,background,1,0.75,0.75,0.75,0.5,0.5,0.5,0.375
da-02-carryUmbrella,background,2,1.0,1.0,1.0,0.75,0.75,0.75,0.125
da-02-carryUmbrella,background,3,1.0,1.0,1.0,0.5,0.5,0.5,0.25
da-02-carryUmbrella,background,4,1.0,1.0,1.0,0.25,0.25,0.25,0.375
da-04-cargoContainerScreening,background,0,0.75,0.3333333333333333,0.46153846153846156,0.5,0.25,0.3333333333333333,0.6129032258064516
da-04-cargoContainerScreening,background,1,0.75,0.3333333333333333,0.46153846153846156,0.5,0.25,0.3333333333333333,0.6129032258064516
da-04-cargoContainerScreening,background,2,0.75,0.3333333333333333,0.46153846153846156,0.5,0.25,0.3333333333333333,0.6129032258064516
da-04-cargoContainerScreening,background,3,0.75,0.3333333333333333,0.46153846153846156,0.5,0.25,0.3333333333333333,0.6129032258064516
da-04-cargoContainerScreening,background,4,0.75,0.3333333333333333,0.46153846153846156,0.5,0.25,0.3333333333333333,0.6129032258064516
da-05-chemicalUsage,background,0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
da-05-chemicalUsage,background,1,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
da-05-chemicalUsage,background,2,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
da-05-chemicalUsage,background,3,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
da-05-chemicalUsage,background,4,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4166666666666667
da-06-stayAtHome,background,0,0.8181818181818182,0.6923076923076923,0.7500000000000001,0.5,0.2631578947368421,0.3448275862068966,0.4716981132075472
