instance,context,do not hire,hire
cpd9,1,0.43499952500004996,0.47899907200036007
cpd5,1,0.38799999999999996,0.38980000000000004
cpd3,1,0.367199874,0.3409998339999999
cpd7,1,0.40899965900002994,0.44099928600024
cpd4,1,0.3752,0.372
cpd2,1,0.3545999999999999,0.32439999999999997
cpd1,1,0.34199999999999997,0.3078
cpd6,1,0.40079987199999995,0.40759982200000006
cpd8,1,0.42199965700002995,0.45999927400024004
