instance,context,do not expand,expand
cpd2,1,0.04056000000000004,0.12292999999999996
cpd8,1,0.256198988199668,0.27534923790000004
cpd4,1,0.10409999999999997,0.15468
cpd5,1,0.15170000000000008,0.19913999999999996
cpd9,1,0.306998448999972,0.33949839950196903
cpd3,1,0.08479955759999996,0.14769975230000004
cpd1,1,-0.0036800000000000166,0.09816
cpd6,1,0.19929952399999998,0.24359955540000003
cpd7,1,0.20539901939967609,0.21119943479999997
