instance,context,apply restrictions,do not apply restrictions
cpd8,1,0.542499825,0.5562491365000001
cpd7,1,0.524999825,0.536249223
cpd5,1,0.5250000000000001,0.4699
cpd6,1,0.542499825,0.48124988650000017
cpd1,1,0.4900000000000001,0.38085
cpd2,1,0.5075,0.38355
cpd4,1,0.5075,0.45855
cpd3,1,0.5249998250000001,0.38624997299999997
cpd9,1,0.55999965,0.5762488500008651
